2.1e-07	45697729977299.75
2.2050000000000002e-07	30115574155741.562
2.3100000000000004e-07	16419937199372.0
2.4150000000000004e-07	3711310113101.125
2.6250000000000003e-07	18622413224132.25
2.5200000000000003e-07	7870305703057.0
2.3100000000000004e-07	16416437164371.625
2.4675e-07	2242249422494.25
2.52e-07	7936806368063.625
2.44125e-07	753780537805.375
2.4150000000000004e-07	3672809728097.25
2.454375e-07	786234862348.625
2.4281250000000006e-07	2265795657956.625
2.4478125000000003e-07	29273292732.9375
2.4543750000000004e-07	761734617346.125
2.4445312500000006e-07	386276862768.625
2.45109375e-07	401231012310.125
2.4461718750000004e-07	225275252752.5
2.449453125e-07	194728947289.5
2.4486328125000005e-07	124728247282.5
2.4469921875e-07	186774867748.6875
2.4482226562500004e-07	18773187731.875
2.4486328125000005e-07	124728247282.5
2.4480175781250004e-07	43273432734.375
2.4480175781250004e-07	11773117731.1875
2.4478125000000003e-07	25773257732.625
2.4481201171875004e-07	33727337273.375
2.4481201171875004e-07	12727127271.25
2.4479150390625004e-07	15273152731.5
2.4480688476562504e-07	8273082730.875
2.4481201171875004e-07	2227022270.25
2.448171386718751e-07	22273222732.25
2.4481713867187504e-07	19727197272.0
2.448094482421875e-07	26727267272.625
2.448094482421875e-07	8273082730.875
